,Comments,Comment ID
85,Could someone please suggest me a laptop? Budget is around 60k.,247257_1
86,"Galaxy Watch 4 LTE - Effective Price will be Rs 11,249 (not 10,249 as u hav mentioned)",631827_1
87,Galaxy buds pro 2 at 8k,360874_1
88,Can I ask what happened with your eyes?? 👀,516831_1
89,Hello beebom please do a jio drive  vr set,256286_1
90,"Samsung buds 2 pro, with bank discount i got 10093 with no cost EMI for one year.I Think it is a great deal...🎉",18676_1
91,Yaar tumlog budget deal bhi toh batao. Maximum log budget deal janana chahte hai.,72892_1
92,Realme gt 2 available at 25k with 1k discount with sbi card,228331_1
93,Motorola G73 is available for 16999 and usual price is 18999,727016_1
94,India top one,550350_1
95,Pixel 6a at 25k,276792_1
96,Ps5 at 36700 it is priced usually at 45k,169770_1
97,Amazon is overrated,834934_1
98,"no fillers, no bakwas... direct to the point... hats off beebom",270580_1
99,"Thank bro. I ordered redmi book 15 pro at 36k but then I saw your video and cancelled it to order Asus vivobook k15 OLED Ryzen 5 for 40.5k thanks bro. You really helped. I got better brand better display, fingerprint, numpad,8gb extra ram and more. Thanks.",348055_1
100,Galaxy buds 2pro,756835_1
101,Bruhh what about realme gt 2 ?,448307_1
102,So many amoled smartwatches are available below 2500.,572784_1
103,Most impressive Beebom always... Never skip while watching... Love from Chennai,286499_1
104,Can you please share the name of the price tracker extensions used at 4:38 ?,632220_1
105,Any video for over the ear headphones,364910_1
106,"You guys know the pulse, don't you? Awesome Quick Video",781517_1
107,motorola edge 30 ultra,267077_1
108,I cant find the deal of galaxy watch 4 lte of 12k😢,199671_1
109,Ayooo you forgot Samsung ear buds 1 for 4k❤,225009_1
110,I got ipad 9th gen for 20k after my old poco f1 exchange 🎉,872338_1
111,I want to reset my phone so how to backup  telegram data ???,189498_1
112,Life Saver Tips : Buy Any Products you like on EMI for Extra Discount & Then Cancel the EMI if you don't want EMI by Calling Customer Care,880082_1
113,Great commitment to your subscribers to make this video...❤️,797701_1
114,"Xiaomi 12 Pro at 42,999",9431_1
115,Will the price of pixel 7 reduce more in the big billion days sale ?,726422_1
116,Samsung Buds 2 Pro vs Sony Link buds S.. which one should I buy? I have last gen Samsung galaxy phone,66845_1
117,All this are overhyped product,934680_1
118,Samsung Tab s7 fe @ 35k,192987_1
119,"Redmi note 12 pro+ is available for 27k with bank discounts , really really good device at that price....",678806_1
120,Pixel 7 is available for 44k and pixel 6 is  available for just 34k on Amazon,208182_1
121,can someone tell me the name of the extension to view price history use in this video?,597761_1
122,Sony link bud s are available for 11k after discount and sony wf-1000xm4 for 14k on Amazon,322251_1
123,"I donno who is editing the video and doing the math, but Samsung watch ₹12999 with ₹1750 additional offer does not go as low as ₹10250. You need to buy a best budget calculator under ₹1000",121089_1
124,Recommending Samsung S20 FE is not a good idea as it is two years old and has a three-year-old chipset.,928779_1
125,Really need to buy that realme gt neo 3T....but have to wait for some months due tm some financial situation....i hope september ki BBD me aur discount me available ho jaye..then might be 🤞,61927_1
126,"Ipad 9th generation was on 23,400 in Amazon",946328_1
127,i want 1 phone under 30k... just tell me 1 the best one...,516682_1
128,Thanks for making it quick and clear bro,669500_1
129,please share the browser extension or tool you are using for the price tracking. thank You.,491706_1
130,Nothing is good when it comes at 28000 8gb ram 256gb storage,509386_1
131,"Hi , I want to buy a OnePlus phone.. but below 30k.. is it worth buying 1+ Nord 2T or should have to go for 10R..",348079_1
132,I think so iqoo neo 6 for 25K is also a not bad option,598692_1
133,Realme gt2,359404_1
134,thumbnail op....lol,774022_1
135,Pixel 6A or S21 FE?,468284_1
136,how about tabs/ipad,45093_1
137,What about pixel 6a,280496_1
138,Nothing for a common man. 🙄,884080_1
139,The Rog flow series is having quite nice discounts as well :) mainly the entry level x13 and z13 under 1 lac,469814_1
140,Do you recommend Galaxy buds 2 pro at 12K?,111745_1
