,Comments,Comment ID
166,"do not buy coming from an lgvthinq  to  pixel  not pro  i feel downgraded 

pixel   is a faux iphone  lets start there know what youre getting into about  weeks owning and using frequently and for many things

no headphone jack the one thing you had to mock or emulate really as an audio lover a whole generation of people who still know how to use headphone jacks and connect their things to boomin sound systems with s and such  you even have an equalizer for what this thing has bad sound bad speakers compared to my lg that is thing was amazing

overheats on basic use very hot very very hot not using camera at all seemed to be a reason hot af on just basic pokemon go use what just watch it glow red while only attempting to download a few files i feel im going to break it no kidding its that hot with no case even 

navigation buttons  cannot rearrange  what  why hello   i see on forums years of asking why so why

pull down top menu cant pull down on its side there is no wide sidescreen variation you have to rotate and pull down from top only

the camera on the back bulbus edged sticks out a lot if you get a message phone flat on a table  this thing will slide around as if it was the winter olympics

slick case  will slide out of off of into anything buy a case asap  all cases i found btw if its not a clunky otter style its not flush with the surface mostly bad cases for a mostly bad device adjusts glasses

short battery life that begs me to turn on saver features no  i want full power good brightness loud sound etc the base functions of the device suffer on this electronic and im just not sure why

the camera nice but  the app its self google photos seems to stumble maybe its just me on most base functions as well there is no quick way to edit sometimes other than right when you take the pic this is fine but the finalization step is a bit tedious when trying to get multiple pics in a timely manner im not a fan of using rd part apps constatly paying free versions ads etc just to edit a pic my phone took cmon now better default software pls

the power button and general hand use already kinda annoyed that taking a screencap now makes me pinch and push one side of my phone in order to hit the power and vol down at the same time like what   makes way more sense even for smaller hands to have the buttons be on opposite sides of the phone if it was built to be so quick  handed then why even include the on screen navigation buttons that you cant adjust at all ever as a formality a barely functional lie  my point reaching ones thumb as a right handed person to the bottom left corner to go back  a very common practice is just a massive no bad bad phone makers think about what you did youre almost forcing iphone mock controls or  handed use oof

there is no high screen resolution for the reg  only pro  no p for you just  which is fine imo

the updates i got all security not really any ease of use  so i guess they are hard up to keep this thing like this a mess 

justify owning this thing however you wish but i see why they pushed me out the door after i was dumb enough to not inquire about the samsung i could have got instead i cant return it and there is no insurance on it gg i better just suck it up and treat her with respect unlike its developers i can prolly think of more this is it for now  should do a real review

this was a fail",772442_1
167,this video makes me sad  i just bought pixel a  days back,520031_1
168,im from the uk in group  and just ordered a a fed up of the constant random reboots of my motorola g with the g chip and embedded ai this should be at least  better than my current pgone,179759_1
169,any bees were bombed this time,597078_1
170,we all are gonna wait and buy it on bbd sale  that will be the best price for the pixel a,969839_1
171,why dont tech reviewers dont talk about iphone specs when they review iphones as much as they do on other devices like what sony sensor the iphone is using or whatever,548636_1
172,is thier any heating issue with this phone,856486_1
173,"after  months i will be in group  
till then beebom rocks",554037_1
174,please make a comparison video of the pixel a and poco f both launched at similar timelines and also im finding it hard to decide,621665_1
175,it is still overpriced,932263_1
176,this is probobly the best channel in india and bangladesh combined only if it didnt have music on talking it could be better,443925_1
177,i will buy it for sure around k,702370_1
178,vonr enabled or not,860600_1
179,group   just get the better pixel,675589_1
180,group  will be waiting for diwali sale,532689_1
181,i will wait for flipkarts bbd sale,749954_1
182,"hey a bro be ready for many os and app bugs

your friendly neighbour pixel",786936_1
183,kharid kaun raha hai isko jo group devide ho pixel is a complete flop show outside of social media i have barely seen this phone is a handful of hands in its years of existence,134516_1
184,g people  only watching all launches but strictly not to buy,280789_1
185,as long as they use tension processors nobody cares about pixel mobiles  because they heat up like anything and drain the battery like shit,733438_1
186,but how to buy charger,721584_1
187,im thinking the samsung a is the way to go,18951_1
188,were really missing the dope intros,320135_1
189,i am in group  aka the ones who are praying for a price drop in the future like the a,815109_1
190,group  till big billion sale group  in big billion sale  group  again after big billion sale,876517_1
191,reminds of a certain very underrated samsung phone,931421_1
192,group  wait for the big billion days sale to get the pixel a under k,743631_1
193,overpriced kk should have been the price,387815_1
194,the main problem with google is no fast charging especially oneplus users cannot switch to pixel as it is having only w,862924_1
195,group   buy pixel  fro amazon for around the same price,458840_1
196,how is battery performance i am buying for first time and i have booked it,501392_1
197,eagerly waiting for the big billion day sale now where ill get this for under k just like last year with pixel a,684024_1
198,a still better at,408986_1
199,how about pixel a in  at k price,191671_1
200,group   waiting for bb price cut,795189_1
201,is it better than nothing phone,973914_1
202,its a good package im in  group,935484_1
203,really awesome upgrade from google because im a user  im supported group,705322_1
204,those bezels man,299554_1
205,love the phone will wait for the price to come down a bit,240674_1
206,but now we can get pixel  for k just k more than a so shouldnt you go for,671260_1
207,"we are pixel enthusiast who want best camerauser experience and decent performance
ps would wait for bbd sale and would grab it at k",165237_1
208,im in the group thats going to get it for k in a couple of months,767002_1
209,wait for big billion days lol,323622_1
210,group  are the idots who will buy at k and group  will wait for big billion day sales and buy the phone at k lol,376588_1
211,is their any room for another group group  any word on xiaomi  will launch in india,328421_1
212,i will buy this phone in,176982_1
213,if i could differentiate id be highlighted not me you know who,836346_1
214,,985958_1
215,what about service center availability is it same as past or changed now,131108_1
216,"over price h
 best price",95760_1
217,group   would rather buy pixel  which is better and costs k pixel a is weirdly priced rather overpriced imo,553732_1
218,is it better than samsung s fe g please reply im going to buy,685462_1
219,food for thought isnt it better to get a pixel,388738_1
220,im not in group  but i still believes this phone are comes  rs on big billian s time,364222_1
221,what was that third game he was playing,425569_1
222,group   waiting for bbd sales,770263_1
223,group,368068_1
224,i miss that cool intro rupesh pls start using it again,244397_1
225,for this pricing if anyone wants to buy it now or soon its way better to spend more  to get the pixel  itself,199740_1
226,"guys planning to buy this for someone so in this range for the average person who would want a decent battery good cameras are there better options
pls help",370558_1
227,group,848759_1
228,how come bezels are symmetrical looks like a biased review i didnt expect this from beebom,47507_1
229,the fact that  a  and  pixel fold having the same chip tensor g is just insane,101074_1
230,"i will g
still waiting for price cut k",452322_1
231,grpit should be kk,364576_1
232,two  doo,272981_1
233,ofcourse overpiriced as as real price has been  for almost a tear nowits just the novelty priceand will be reduced in few months,704417_1
234,they are already loosing in for chat gpt and still they think best brand and play like apple being stubborn on giving features they will even loose in smartphone market its time for them to get more sales obviously they should give these features,725291_1
235,"this phone has one nano sim port and one esim port
does india supports esim",937927_1
236,bro why people are so obsessed with power   software is everything experience a pixel or iphone tho i hate ios  then youll know,234488_1
237,group  watch video only for fun,182160_1
238,group  because getting k of on hdfc credit card so getting it in k,314777_1
239,i am from group  who are waiting for big billion sale,540803_1
240,i just dont understand why many people love face unlock when the fingerprint scanner works just a good   get an iphone if you want face unlock lol,110129_1
241,am in the middle group,198855_1
242,obviously grp,259551_1
243,insanely huge bazels no fast charging price almost as regular,331288_1
244,"the main advantage of pixel series is android updates
pixel will get first and three full updates and security update for five years

none of the brand gives this",970283_1
245,group   when a will bi under k,719533_1
246,bro just came out from darkness batman,915409_1
247,watching it in my pixel  and i cant find any difference from my phone apart from maybe glass back,291735_1
248,"i just dont understand beeboms recommendation at times
how can this be a good package at current pricing its priced so closed to pixel  currently retailing at  wo discount which has better build  better cameras better charging
pixel a is definitely slightly overpriced and people will only start getting this once the prices are slashed just like what happened with a",331082_1
249,bezels  are deal breaker for k,212358_1
250,but confusion is  all ready price is k and a price is k  thats mean big brother pixel  is a good choice for purchase,358645_1
251,group,785846_1
252,group   the ideal market to be targeted is now k to k,982634_1
253,what is the name and model of the white wireless charger,818835_1
254,"im in group 

wait a few months for the price drops just like the older pixel a phones",601491_1
255,group bcz i get my pixel a at k only,56817_1
256,will buy it next year at,867255_1
257,bezels,360341_1
258,its overpriced,587023_1
259,can you compare it with oneplus r because r is very good value for money rn,974708_1
260,lets just compromise on specs and  hz amoled but then pixel a is a good phone,644651_1
261,"i have a pixel  after using this for a year im experiencing a horrible battery condition 
it barely stands for  hrs the phone is discharging  of the battery overnight 
i totally dislike the phone now",63967_1
262,"k frking overpriced 
why even launch that as a if price is matching with",636007_1
263,waiting for big billion days and great indian festival sale to buy a phone,826589_1
264,why not go for pixel  by paying k more,955549_1
265,is moto edge  ultra a better deal with sd gen   watts charger included  in the box curved display and same  years of android update confused between a  and  ultra,763246_1
266,with only k extra  pixel  is a better buy imo,977944_1
267,im in group a waiting for price drop to become group b,483979_1
268,yea the bezels looks almost as thick as an iphone,196326_1
269,in group  waiting for grapheneos to support this,7470_1
270,groups  wait until its,723562_1
271,i m in big billion day group,737469_1
272,better than a,855290_1
273,"i will say just wait for a while
go through reviews for one month then go for it
offer days are coming big deals big days",400323_1
274,group  due to the processor,726594_1
275,group  well balanced after card discounts,418282_1
276,pixel  for k only,27715_1
277,no group but it in big billion,635669_1
278,instead i would just wait for an year and buy the pixel  instead keeping the a as well  the a is still the best for its price but i guess the a is not worth the upgrade for its features and price,67514_1
279,w charging lol,655263_1
280,"honestly pixel  is same price as pixel a if you are selling your old phone if old phone is worth k pixel  will give k exchange bonus  there are hdfc card offers
pixel a cardexchange
pixel  cardexchange",679372_1
281,using same exynos  chipset and calling it tensor,571933_1
282,enters pixel,590295_1
283,well im in group   waiting for the price to go down  so we can purchase it,847675_1
284,pixel  pro available in k in indian second hand market,924720_1
285,claiming  watt charging as fast in  is criminal and i think its still overpriced a price around k would have been good,378421_1
286,group  certainly,687841_1
287,when will pixel  launch,178221_1
288,"everytime pixel comes with a deal breaker this time the bezels around the display is annoying 

last year im totally confused of pixel  and i bought for splus and happy

as a pixel fan my dream pixel is still a dream",551457_1
289,"w charging with a okayish battery damn whyyyy 
at least w",352560_1
290,this pixel will destroy nothing phone,797679_1
291,still group,905728_1
292,does it has basic features like applock and other security features like passcode for restart etc,92815_1
293,pixel  and a look quite thick in my opinion,267540_1
294,group  no money to buy it,954121_1
295,group   iphones r the best,369843_1
296,need a comparison pixel  vs pixel a,552240_1
297,i am in group  i will wait  months when the price will go down,907794_1
298,chinese phones are dead now,549608_1
299,"im definitely gonna pay for the user experience
i have been using pixel rom on poco f for last  years and im loving it 
ive been a mi fan but now i want something clean like this one so this is gonna be my first phone that i buy from my salary probably in bbd sale",502787_1
