,Comments,Comment ID
209,hm he ll cry after sometime dead motherboard,204444_1
210,i tried to purchase it but there are reviews with star ratings saying that this phone hangs all the time and camera is average,478490_1
211,macbook air was available onflipkart at k using sbi card offers,8124_1
212,thank you very much beebom yesterday i have buy the samsung galaxy s fe after watching this video it s huge deal for me as i m using my samsung galaxy j max from and i exchanged it with k rs in samsung shop in i am a student and now i m doing my st job and i have buy this with my salary it s a huge achievement for me my j max is in really good condition without any damage but battery backup is now going down thanks champ j max for this years of incredible journey,36084_1
213,is nothing ear a good deal foe k i am unable to decide between pixel buds pro at k and ear at k for my s ultra i already have buds pro looking for multi point connection as the first point,185247_1
214,guys pleade dont buy s fe g it s too old,881650_1
215,use custom rom and still better than any k phone available,163935_1
216,whats best smartphone for best camera under k br br need for office it professional work and personal camera for clicking birds wildlife and recording videos sometimes,586406_1
217,technology never gets old,420202_1
218,my commenting from my year old samsung note which works still like a charm,830782_1
219,i want to buy s fe in is it good time,701954_1
220,you moron check your stats again i am talking abt the s fe which was the starting one that came on and make your facts clear before commenting shit the sets are getting only years firmware updates and what i wrote there was the same baithe raho security patch leke agle saal ke,105814_1
221,please make best smartphone under k no one touches segment between k k br br because for some video recording and clicking pics are important and performance equally so the only segment left is k br if you can make video on that for best camera smartphone,821667_1
222,amit sarkar bro a flagship exynos is still leagues better especially with oneui br if you re not a mobile gamer the experience alone is worth it,105674_1
223,pranay biswas lmao it will get updates till you doofus years of os updates years of security phone launched in gt br how many years your precious realme will give br also br if you use a phone for quot gaming quot lmao good camera software stability gaya bhaad mein let s do gaming,754546_1
224,but it s better than galaxy j,411410_1
225,yes correct,750240_1
226,the only issue with s fe is exynos s fe comes with snapdragon the pic quality is too good and some even turn up better than pixel,37631_1
227,you can choose alternative s fe,182568_1
228,sahil hussain you will get pixel a just little bit k,206163_1
229,agreed,948035_1
230,yes it s way too old software support might end by next year,142860_1
231,soma halder yes that sucks,161009_1
232,main problem with s fe g now is old small battery,238385_1
233,akansha red magic pro vangiko best,571079_1
234,what s best smartphones under k br need best camera,453668_1
235,sure noted,180966_1
236,theujjwalarora realme has by far the worst optimization open the camera app and wait for seconds for your phone to work properly,472666_1
237,ye s fe and s fe ko jo king holta h na wo oppo or vivo wale hote h real life me br saala dono phone ka battery hour backup deta h bas i,374298_1
238,non take i m taking more about practical use as s fe has non left i guess just one more update left,452933_1
239,still better than a lot of competitions,279194_1
240,ayush kumar yeah my bad but still it s too old,629361_1
241,abhinav goswami s fe g launched on,353697_1
242,ayush kumar fyi that s already over mate it s a model it s now u ain t getting anything,200263_1
243,ayush kumar and i prefer s ultra,917749_1
244,yep s fe is far better right now,472759_1
245,theujjwalarora no disrespect but samsung s series and realme is class apart you must use samsung one ui one ui for m series and s series is different camera and software experience can not beat at this price br and i doubt realme will keep there promise of software update,929056_1
246,s fe is king at this price level br decent camera storage capacity snapdragon processor br only battery is below average,59622_1
247,at k i suggest realme gt it s a flagship with yrs android update plan,962455_1
248,still better than most of the phone at that price plus u still have year of security update and one major os update br for someone who wants phone for media consumption and camera it is best in class br ps i personally would prefer s fe,967858_1
249,yeah agreed,43440_1
250,most impressive beebom always never skip while watching love from chennai,962213_1
251,i chose vivo for my mom camera centric s fe was my first choice but read about a lot of the heating issues and bad battery backup with the exynos chip so stayed away br br one thing with vivo is the bloatware which i ll happily remove via adb so i guess it s a great deal at k what say peeps,567813_1
252,we are buying s fe for my mother checked out v too but my father said k is too expensive for a vivo phone and curved display would be fragile,875753_1
253,good to know that you removed the bloats with adb finally some smart smartphone buyer for family,266353_1
254,bro you could have also included tablets as well,224447_1
255,no bs straight to the point,124560_1
256,pixel pro at k is sweet deal but k is now constant,283686_1
257,i miss the old beebom intro please bring it back,340742_1
