,Comments,Comment ID
258,gb is more than enough for me it could definitely be a problem though,872296_1
259,i have google pixel which has unlimited google photos storage and quite happy with it neither i am interested to trade in my phone i may upgrade to pixel considering the price and features but most likely would not trade in,287033_1
260,irfan ali ansari i m using pro i m not able to find any such option,197625_1
261,i m still getting unlimited photo storage in my pixel,306475_1
262,whats best smartphone for best camera under k br br need for office it professional work and personal camera for clicking birds wildlife and recording videos sometimes,216965_1
263,google still offers unlimited storage for images and videos for pixel devices,407213_1
264,mellowmood everyone is not like you if you love video recording and your phone takes good pictures you will understand that even gb needs to be unloaded frequently yes at the end we need a hard drive but i don t want to keep unloading my phone too often i have a gb phone and only gb is available after unloading videos,247087_1
265,ashwath salaskar only on pixel and earlier they stopped it with pixel series i own a pixel,616151_1
266,me pixel use kar raha ho unlimited storage nahi hai pixel me ab last pixel series me tha us ke bad se nahi hai,524516_1
267,what s best smartphone under k k for camera for year stable use,502912_1
268,google photos is still getting unlimited storage in storage quality bruh br i am still using it till now,648652_1
269,chinni diwakar that s right,381802_1
270,not only you are getting gg at k like dude seriously,778724_1
271,aman hata diya,408623_1
272,i know they should but why you re not thinking practically i mean why you need so much space what will you store it s just some pictures and video and sometimes movies and you will of course delete them too except some private files nothing is kept permanently on the phone i have gb rom phone and it has gb free space although i m using sd card gb as my device supports i store songs some my personal files it makes convenient to transfer files,285061_1
273,the tech realist and who are u decide that,714909_1
274,bro pixel me unlimited storage free hai google photo pr,161714_1
275,u get unlimited storage in google photos br so it s not a problem,430599_1
276,ashwath salaskar you don t get unlimited storage on pixel google discontinued it in,211876_1
277,in this age of cloud storage you really don t need it pixels get unlimited photo storage,500632_1
278,me who using gb phone this is perfect for me i m gonna buy this,611899_1
279,abi tech hahahaha right,800667_1
280,the only dowside is the battery,360633_1
281,this much storage is enough if because in pixel you get unlimited storage in google photos,862926_1
282,if you have storage problem then buy a tb hard drive at keep your files in it not a fan of any brand just telling to solve the storage problem,132013_1
283,pravin murthy it s actually a stupid excuse again androids have no issue with expandable storage br just grab a micro sd card reader or use usb otg br seriously android fanboys cry about using a powerbank too meanwhile apple users have no issues slapping on a thick magsafe case which is essentially a powerbank even after spending br storage and battery life is never an issue on android s,221164_1
284,chinni diwakar stupid excuse they offer more free storage with unlimited google id s than any oem,521111_1
285,they want people to buy their cloud storage for more storage,536476_1
286,fast charge broo,103478_1
287,ankur maity not anymore,376329_1
288,the tech realist you stupid or just joking,199135_1
289,they cant sell drive subscription if you have huge storage,886951_1
290,u literally get unlimited storage on photos,888297_1
291,its kept intentionally that way so that you take their cloud storage,794726_1
